Stamp,UrlProccessed,Time
1533792722,400,4233.81
1533803092,400,5088.41
1533811691,319,2768.51
1533871484,360,4556.61
1533876721,360,4913.49
1533880416,287,3474.69
1533891045,400,5223.8
1534125196,360,3541.92
1534129843.0534236,317,1813.05
1534138932.2705472,83,234.61
1534142685.58576,805,2483.64
1534152542.048505,80,155.35
1534208846.0530043,0,0.0
1534208923.9920046,0,0.0
1534467369.27321,400,986.47
1534728804.2710187,800,1428.13
1535090736.6178236,384,877.78
